AGS,GEN,treatment,treated_0,treated_10,treated_20,treated_30,treated_50,treated_100
12061192,Groß Köris,None,0,0,0,0,0,0
16077039,Ponitz,100,0,0,0,0,0,1
09278113,Aiterhofen,None,0,0,0,0,0,0
09189161,Vachendorf,None,0,0,0,0,0,0
16077051,Wildenbörten,100,0,0,0,0,0,1
09183122,Jettenbach,None,0,0,0,0,0,0
09372155,Runding,None,0,0,0,0,0,0
09183134,Oberneukirchen,None,0,0,0,0,0,0
09277145,Simbach a. Inn,None,0,0,0,0,0,0
09172128,Piding,None,0,0,0,0,0,0
09277126,Johanniskirchen,None,0,0,0,0,0,0
09277122,Geratskirchen,None,0,0,0,0,0,0
09171131,Teising,None,0,0,0,0,0,0
09275130,Kirchham,None,0,0,0,0,0,0
09272118,Freyung,None,0,0,0,0,0,0
14521540,Schönheide,None,0,0,0,0,0,0
14521130,Crottendorf,None,0,0,0,0,0,0
14523190,Limbach,100,0,0,0,0,0,1
14523260,Netzschkau,100,0,0,0,0,0,1
15083411,Oebisfelde-Weferlingen,None,0,0,0,0,0,0
14626410,Oppach,None,0,0,0,0,0,0
09272146,Neuschönau,None,0,0,0,0,0,0
14521270,Grünhainichen,None,0,0,0,0,0,0
14522280,Königsfeld,None,0,0,0,0,0,0
14523050,Bergen,100,0,0,0,0,0,1
14521050,Bad Schlema,None,0,0,0,0,0,0
14521530,Schneeberg,None,0,0,0,0,0,0
09277134,Mitterskirchen,None,0,0,0,0,0,0
09377129,Kemnath,100,0,0,0,0,0,1
09371136,Kümmersbruck,100,0,0,0,0,0,1
16075114,Tömmelsdorf,50,0,0,0,0,1,1
09475182,Trogen,100,0,0,0,0,0,1
09475142,Konradsreuth,50,0,0,0,0,1,1
09464000,Hof,50,0,0,0,0,1,1
14625190,Großpostwitz/O.L.,None,0,0,0,0,0,0
14625390,Obergurig,None,0,0,0,0,0,0
14522200,Großhartmannsdorf,None,0,0,0,0,0,0
14628070,Dohma,None,0,0,0,0,0,0
14522190,Geringswalde,None,0,0,0,0,0,0
14522290,Königshain-Wiederau,None,0,0,0,0,0,0
14522550,Taura,None,0,0,0,0,0,0
14522390,Mulda/Sa.,None,0,0,0,0,0,0
14628390,Struppen,None,0,0,0,0,0,0
14522370,Mochau,None,0,0,0,0,0,0
14626050,Bertsdorf-Hörnitz,None,0,0,0,0,0,0
14626400,Olbersdorf,None,0,0,0,0,0,0
14625380,Neukirch/Lausitz,None,0,0,0,0,0,0
14522120,Erlau,None,0,0,0,0,0,0
14522520,Sayda,None,0,0,0,0,0,0
14521470,Pfaffroda,None,0,0,0,0,0,0
14625170,Großharthau,None,0,0,0,0,0,0
14521355,Lauter-Bernsbach,None,0,0,0,0,0,0
14524270,Schönberg,None,0,0,0,0,0,0
12064472,Strausberg,None,0,0,0,0,0,0
12060100,Joachimsthal,None,0,0,0,0,0,0
14521360,Lengefeld,None,0,0,0,0,0,0
14522320,Leubsdorf,None,0,0,0,0,0,0
14524280,St. Egidien,None,0,0,0,0,0,0
14521620,Thalheim/Erzgeb.,None,0,0,0,0,0,0
14521120,Burkhardtsdorf,None,0,0,0,0,0,0
14521630,Thermalbad Wiesenbad,None,0,0,0,0,0,0
14524010,Bernsdorf,None,0,0,0,0,0,0
14524210,Neukirchen/Pleiße,100,0,0,0,0,0,1
14524320,Wilkau-Haßlau,None,0,0,0,0,0,0
14521690,Zschopau,None,0,0,0,0,0,0
14521240,Großolbersdorf,None,0,0,0,0,0,0
14523340,Reichenbach im Vogtland,100,0,0,0,0,0,1
14524120,Hohenstein-Ernstthal,None,0,0,0,0,0,0
14524060,Fraureuth,100,0,0,0,0,0,1
14523280,Neumark,100,0,0,0,0,0,1
14521510,Scheibenberg,None,0,0,0,0,0,0
14524290,Waldenburg,None,0,0,0,0,0,0
09171126,Perach,None,0,0,0,0,0,0
09376122,Dieterskirchen,None,0,0,0,0,0,0
09372154,Rötz,None,0,0,0,0,0,0
14628320,Rathmannsdorf,None,0,0,0,0,0,0
14628030,Bad Schandau,None,0,0,0,0,0,0
14522240,Halsbrücke,None,0,0,0,0,0,0
14522020,Augustusburg,None,0,0,0,0,0,0
14628240,Lohmen,None,0,0,0,0,0,0
14522580,Wechselburg,None,0,0,0,0,0,0
14522510,Roßwein,None,0,0,0,0,0,0
14626500,Schönau-Berzdorf a.d. Eigen,None,0,0,0,0,0,0
14729100,Elstertrebnitz,100,0,0,0,0,0,1
14625530,Schmölln-Putzkau,None,0,0,0,0,0,0
14522480,Reinsberg,None,0,0,0,0,0,0
14522340,Lichtenberg/Erzgeb.,None,0,0,0,0,0,0
14522110,Eppendorf,None,0,0,0,0,0,0
14729170,Groitzsch,100,0,0,0,0,0,1
14522430,Oberschöna,None,0,0,0,0,0,0
14522230,Hainichen,None,0,0,0,0,0,0
14625010,Arnsdorf,None,0,0,0,0,0,0
14522350,Lunzenau,None,0,0,0,0,0,0
14522070,Claußnitz,None,0,0,0,0,0,0
14524140,Langenbernsdorf,100,0,0,0,0,0,1
14521640,Thum,None,0,0,0,0,0,0
14523330,Pöhl,100,0,0,0,0,0,1
14523420,Tirpersdorf,100,0,0,0,0,0,1
14521600,Stützengrün,None,0,0,0,0,0,0
14523170,Lengenfeld,None,0,0,0,0,0,0
14523380,Steinberg,None,0,0,0,0,0,0
14523300,Oelsnitz/Vogtl.,100,0,0,0,0,0,1
14523410,Theuma,100,0,0,0,0,0,1
14625600,Wachau,None,0,0,0,0,0,0
14523290,Neustadt/Vogtl.,None,0,0,0,0,0,0
14523270,Neuensalz,100,0,0,0,0,0,1
14521160,Ehrenfriedersdorf,None,0,0,0,0,0,0
14524240,Oberwiera,None,0,0,0,0,0,0
14521520,Schlettau,None,0,0,0,0,0,0
14521370,Lößnitz,None,0,0,0,0,0,0
14521100,Borstendorf,None,0,0,0,0,0,0
14524130,Kirchberg,None,0,0,0,0,0,0
14524110,Hirschfeld,None,0,0,0,0,0,0
14521180,Elterlein,None,0,0,0,0,0,0
14521610,Tannenberg,None,0,0,0,0,0,0
14523460,Werda,None,0,0,0,0,0,0
14523370,Schöneck/Vogtl.,None,0,0,0,0,0,0
14523230,Mühlental,100,0,0,0,0,0,1
14523060,Bösenbrunn,100,0,0,0,0,0,1
14523440,Triebel/Vogtl.,100,0,0,0,0,0,1
14521500,Raschau-Markersbach,None,0,0,0,0,0,0
09372165,Treffelstein,None,0,0,0,0,0,0
16074018,Eisenberg,20,0,0,1,1,1,1
16076086,Zedlitz,50,0,0,0,0,1,1
09262000,Passau,None,0,0,0,0,0,0
09377116,Erbendorf,100,0,0,0,0,0,1
09375201,Sünching,None,0,0,0,0,0,0
14522530,Seelitz,None,0,0,0,0,0,0
14628040,Bahretal,None,0,0,0,0,0,0
14628220,Kreischa,None,0,0,0,0,0,0
14524070,Gersdorf,None,0,0,0,0,0,0
14522260,Hartmannsdorf,None,0,0,0,0,0,0
14522060,Burgstädt,None,0,0,0,0,0,0
14522300,Kriebstein,None,0,0,0,0,0,0
16076026,Hartmannsdorf,50,0,0,0,0,1,1
16074067,Petersberg,20,0,0,1,1,1,1
16074025,Gösen,20,0,0,1,1,1,1
15084445,Schönburg,10,0,1,1,1,1,1
09475120,Döhlau,100,0,0,0,0,0,1
16076064,Saara,50,0,0,0,0,1,1
16076003,Bad Köstritz,50,0,0,0,0,1,1
09475141,Köditz,50,0,0,0,0,1,1
16075116,Triptis,20,0,0,1,1,1,1
16075048,Kirschkau,50,0,0,0,0,1,1
16075057,Lemnitz,30,0,0,0,1,1,1
16074072,Rauda,50,0,0,0,0,1,1
14625510,Rammenau,None,0,0,0,0,0,0
14522220,Großweitzschen,None,0,0,0,0,0,0
14522310,Leisnig,None,0,0,0,0,0,0
16076012,Caaschwitz,50,0,0,0,0,1,1
16074077,Renthendorf,30,0,0,0,1,1,1
16076068,Schwarzbach,30,0,0,0,1,1,1
09275150,Thyrnau,None,0,0,0,0,0,0
09275137,Obernzell,None,0,0,0,0,0,0
09479147,Schirnding,None,0,0,0,0,0,0
09275133,Neuburg a. Inn,None,0,0,0,0,0,0
14522210,Großschirma,None,0,0,0,0,0,0
14524230,Oberlungwitz,None,0,0,0,0,0,0
14523320,Plauen,100,0,0,0,0,0,1
14626290,Löbau,None,0,0,0,0,0,0
14626300,Markersdorf,None,0,0,0,0,0,0
09371127,Hirschau,100,0,0,0,0,0,1
14521590,Stollberg/Erzgeb.,None,0,0,0,0,0,0
09371144,Poppenricht,100,0,0,0,0,0,1
09374148,Trabitz,100,0,0,0,0,0,1
09472164,Mehlmeisel,100,0,0,0,0,0,1
09371126,Hahnbach,100,0,0,0,0,0,1
09371148,Schmidmühlen,None,0,0,0,0,0,0
16074093,St. Gangloff,30,0,0,0,1,1,1
16074098,Tautenhain,30,0,0,0,1,1,1
09479138,Nagel,100,0,0,0,0,0,1
09479166,Weißenstadt,100,0,0,0,0,0,1
09172116,Berchtesgaden,None,0,0,0,0,0,0
13072063,Lalendorf,20,0,0,1,1,1,1
08127023,Fichtenberg,100,0,0,0,0,0,1
03257009,Bückeburg,100,0,0,0,0,0,1
14522080,Döbeln,None,0,0,0,0,0,0
14521030,Aue,None,0,0,0,0,0,0
14628060,Dippoldiswalde,None,0,0,0,0,0,0
14522490,Rochlitz,None,0,0,0,0,0,0
14729010,Bad Lausick,None,0,0,0,0,0,0
14521020,Annaberg-Buchholz,None,0,0,0,0,0,0
14523250,Mylau,100,0,0,0,0,0,1
14521040,Auerbach,None,0,0,0,0,0,0
09479145,Röslau,100,0,0,0,0,0,1
16074097,Tautendorf,50,0,0,0,0,1,1
09377113,Brand,100,0,0,0,0,0,1
09479129,Kirchenlamitz,100,0,0,0,0,0,1
09374149,Pressath,100,0,0,0,0,0,1
09374156,Schwarzenbach,None,0,0,0,0,0,0
09377115,Ebnath,100,0,0,0,0,0,1
08225109,Walldürn,50,0,0,0,0,1,1
09277117,Egglham,None,0,0,0,0,0,0
09275112,Aidenbach,None,0,0,0,0,0,0
12067481,Storkow (Mark),None,0,0,0,0,0,0
09189114,Chieming,None,0,0,0,0,0,0
14524220,Niederfrohna,None,0,0,0,0,0,0
12070280,Meyenburg,100,0,0,0,0,0,1
14729090,Deutzen,100,0,0,0,0,0,1
14729320,Neukieritzsch,100,0,0,0,0,0,1
14628090,Dorfhain,None,0,0,0,0,0,0
14522010,Altmittweida,None,0,0,0,0,0,0
14521280,Heidersdorf,None,0,0,0,0,0,0
14522150,Frankenberg/Sa.,None,0,0,0,0,0,0
14627140,Meißen,None,0,0,0,0,0,0
14627080,Käbschütztal,None,0,0,0,0,0,0
09475174,Sparneck,100,0,0,0,0,0,1
09374157,Speinshart,100,0,0,0,0,0,1
09377128,Kastl,100,0,0,0,0,0,1
09371146,Rieden,None,0,0,0,0,0,0
03359009,Burweg,10,0,1,1,1,1,1
16062041,Nordhausen,None,0,0,0,0,0,0
09275118,Breitenberg,None,0,0,0,0,0,0
09371121,Freihung,100,0,0,0,0,0,1
09479135,Marktleuthen,100,0,0,0,0,0,1
09472138,Fichtelberg,100,0,0,0,0,0,1
09475184,Weißdorf,100,0,0,0,0,0,1
16075066,Mittelpöllnitz,50,0,0,0,0,1,1
16074038,Hartmannsdorf,50,0,0,0,0,1,1
03355009,Bleckede,None,0,0,0,0,0,0
15084560,Wethau,10,0,1,1,1,1,1
09479169,Wunsiedel,100,0,0,0,0,0,1
09374117,Eschenbach i.d. OPf.,100,0,0,0,0,0,1
09371156,Vilseck,100,0,0,0,0,0,1
09371122,Freudenberg,100,0,0,0,0,0,1
09371123,Gebenbach,100,0,0,0,0,0,1
09361000,Amberg,100,0,0,0,0,0,1
09274156,Niederaichbach,None,0,0,0,0,0,0
09375210,Wörth a.d. Donau,None,0,0,0,0,0,0
09278197,Wiesenfelden,None,0,0,0,0,0,0
14729080,Colditz,None,0,0,0,0,0,0
14522600,Zettlitz,None,0,0,0,0,0,0
15084013,Meineweh,30,0,0,0,1,1,1
09374140,Neustadt am Kulm,100,0,0,0,0,0,1
09479161,Tröstau,100,0,0,0,0,0,1
09371129,Hohenburg,100,0,0,0,0,0,1
09371120,Ensdorf,None,0,0,0,0,0,0
12070266,Marienfließ,100,0,0,0,0,0,1
16075109,Tegau,50,0,0,0,0,1,1
09475127,Gattendorf,100,0,0,0,0,0,1
16075034,Göschitz,50,0,0,0,0,1,1
16074075,Reichenbach,30,0,0,0,1,1,1
16076007,Bocka,50,0,0,0,0,1,1
16076081,Weißendorf,100,0,0,0,0,0,1
14627150,Moritzburg,None,0,0,0,0,0,0
14522620,Zschaitz-Ottewig,None,0,0,0,0,0,0
14626540,Sohland a. Rotstein,None,0,0,0,0,0,0
09189160,Unterwössen,None,0,0,0,0,0,0
09275146,Salzweg,None,0,0,0,0,0,0
14626020,Beiersdorf,None,0,0,0,0,0,0
16077028,Lucka,100,0,0,0,0,0,1
09377133,Kulmain,100,0,0,0,0,0,1
09371118,Ebermannsdorf,None,0,0,0,0,0,0
14627120,Leuben-Schleinitz,None,0,0,0,0,0,0
14729220,Kitzscher,100,0,0,0,0,0,1
14625200,Großröhrsdorf,None,0,0,0,0,0,0
14729370,Rötha,100,0,0,0,0,0,1
14729350,Pegau,100,0,0,0,0,0,1
14625050,Bretnig-Hauswalde,None,0,0,0,0,0,0
14625140,Frankenthal,None,0,0,0,0,0,0
16076033,Hundhaupten,50,0,0,0,0,1,1
16074092,Silbitz,50,0,0,0,0,1,1
15084470,Stößen,20,0,0,1,1,1,1
16075063,Löhma,50,0,0,0,0,1,1
16074109,Weißenborn,20,0,0,1,1,1,1
09475168,Schwarzenbach a.d. Saale,100,0,0,0,0,0,1
16076049,Münchenbernsdorf,50,0,0,0,0,1,1
16074047,Kleinebersdorf,30,0,0,0,1,1,1
16076089,Kraftsdorf,30,0,0,0,1,1,1
16074084,Schleifreisen,20,0,0,1,1,1,1
09277138,Pfarrkirchen,None,0,0,0,0,0,0
09376169,Stulln,None,0,0,0,0,0,0
16077004,Drogen,100,0,0,0,0,0,1
09271146,Plattling,None,0,0,0,0,0,0
09278184,Sankt Englmar,None,0,0,0,0,0,0
09171119,Halsbach,None,0,0,0,0,0,0
09278141,Kirchroth,None,0,0,0,0,0,0
09278123,Geiselhöring,None,0,0,0,0,0,0
09278134,Haselbach,None,0,0,0,0,0,0
09172130,Saaldorf-Surheim,None,0,0,0,0,0,0
09272128,Innernzell,None,0,0,0,0,0,0
09183151,Zangberg,None,0,0,0,0,0,0
09277124,Hebertsfelden,None,0,0,0,0,0,0
16076052,Neumühle/Elster,100,0,0,0,0,0,1
09278187,Schwarzach,None,0,0,0,0,0,0
09276143,Teisnach,None,0,0,0,0,0,0
09276142,Ruhmannsfelden,None,0,0,0,0,0,0
09272121,Grainet,None,0,0,0,0,0,0
09187174,Söchtenau,None,0,0,0,0,0,0
16076036,Korbußen,100,0,0,0,0,0,1
16077007,Gerstenberg,100,0,0,0,0,0,1
16077019,Jückelberg,None,0,0,0,0,0,0
09374134,Mantel,None,0,0,0,0,0,0
14523010,Adorf/Vogtl.,100,0,0,0,0,0,1
14521110,Breitenbrunn/Erzgeb.,None,0,0,0,0,0,0
14521170,Eibenstock,None,0,0,0,0,0,0
14522140,Flöha,None,0,0,0,0,0,0
14522420,Niederwiesa,None,0,0,0,0,0,0
14729140,Frohburg,None,0,0,0,0,0,0
14524050,Dennheritz,None,0,0,0,0,0,0
14524030,Crimmitschau,100,0,0,0,0,0,1
09275121,Fürstenstein,None,0,0,0,0,0,0
09189165,Wonneberg,None,0,0,0,0,0,0
16076019,Gauern,100,0,0,0,0,0,1
09372150,Rettenbach,None,0,0,0,0,0,0
09271135,Moos,None,0,0,0,0,0,0
09278121,Feldkirchen,None,0,0,0,0,0,0
09374111,Altenstadt a.d. Waldnaab,None,0,0,0,0,0,0
05378008,Burscheid,50,0,0,0,0,1,1
16072015,Schalkau,100,0,0,0,0,0,1
09278139,Hunderdorf,None,0,0,0,0,0,0
09276111,Achslach,None,0,0,0,0,0,0
09183131,Niedertaufkirchen,None,0,0,0,0,0,0
09274119,Bayerbach b. Ergoldsbach,None,0,0,0,0,0,0
09377141,Mitterteich,None,0,0,0,0,0,0
05374040,Reichshof,100,0,0,0,0,0,1
09171122,Kirchweidach,None,0,0,0,0,0,0
09277147,Stubenberg,None,0,0,0,0,0,0
14524160,Lichtenstein/Sa.,None,0,0,0,0,0,0
14521380,Lugau/Erzgeb.,None,0,0,0,0,0,0
14521420,Niederdorf,None,0,0,0,0,0,0
14628310,Rathen,None,0,0,0,0,0,0
14521710,Zwönitz,None,0,0,0,0,0,0
14524190,Meerane,None,0,0,0,0,0,0
14628100,Dürrröhrsdorf-Dittersbach,None,0,0,0,0,0,0
14524310,Wildenfels,None,0,0,0,0,0,0
09374119,Etzenricht,None,0,0,0,0,0,0
09272150,Thurmansbang,None,0,0,0,0,0,0
14628250,Müglitztal,None,0,0,0,0,0,0
14628210,Königstein/Sächs. Schw.,None,0,0,0,0,0,0
14626070,Dürrhennersdorf,None,0,0,0,0,0,0
14626470,Rosenbach,None,0,0,0,0,0,0
14626150,Großschweidnitz,None,0,0,0,0,0,0
14522170,Frauenstein,None,0,0,0,0,0,0
14625630,Wilthen,None,0,0,0,0,0,0
05366020,Hellenthal,100,0,0,0,0,0,1
05316000,Leverkusen,20,0,0,1,1,1,1
05378016,Leichlingen (Rhld.),30,0,0,0,1,1,1
16076006,Bethenhausen,100,0,0,0,0,0,1
09171130,Stammham,None,0,0,0,0,0,0
09276148,Zwiesel,None,0,0,0,0,0,0
09171137,Winhöring,None,0,0,0,0,0,0
15086080,Jerichow,None,0,0,0,0,0,0
09183129,Neumarkt-Sankt Veit,None,0,0,0,0,0,0
09189143,Seeon-Seebruck,None,0,0,0,0,0,0
09376146,Neukirchen-Balbini,None,0,0,0,0,0,0
09276128,Kollnburg,None,0,0,0,0,0,0
07232302,Roth bei Prüm,100,0,0,0,0,0,1
14729150,Geithain,None,0,0,0,0,0,0
14628350,Schmiedeberg,None,0,0,0,0,0,0
14628140,Gohrisch,None,0,0,0,0,0,0
14524200,Mülsen,None,0,0,0,0,0,0
14521090,Börnichen/Erzgeb.,None,0,0,0,0,0,0
14521010,Amtsberg,None,0,0,0,0,0,0
14523150,Heinsdorfergrund,None,0,0,0,0,0,0
14523120,Falkenstein/Vogtl.,None,0,0,0,0,0,0
14524040,Crinitzberg,None,0,0,0,0,0,0
14522590,Weißenborn/Erzgeb.,None,0,0,0,0,0,0
14627210,Radebeul,None,0,0,0,0,0,0
14628300,Rabenau,None,0,0,0,0,0,0
14522090,Dorfchemnitz,None,0,0,0,0,0,0
14522250,Hartha,None,0,0,0,0,0,0
14522570,Waldheim,None,0,0,0,0,0,0
14523200,Markneukirchen,None,0,0,0,0,0,0
14628170,Hermsdorf/Erzgeb.,None,0,0,0,0,0,0
14521140,Deutschneudorf,None,0,0,0,0,0,0
09271119,Deggendorf,None,0,0,0,0,0,0
09271132,Metten,None,0,0,0,0,0,0
09275141,Pocking,None,0,0,0,0,0,0
09372161,Stamsried,None,0,0,0,0,0,0
16077018,Jonaswalde,100,0,0,0,0,0,1
08317065,Lahr/Schwarzwald,None,0,0,0,0,0,0
09277142,Roßbach,None,0,0,0,0,0,0
09274112,Aham,None,0,0,0,0,0,0
09278112,Aholfing,None,0,0,0,0,0,0
09375115,Aufhausen,None,0,0,0,0,0,0
09187123,Chiemsee,None,0,0,0,0,0,0
09275126,Hauzenberg,None,0,0,0,0,0,0
09275134,Neuhaus a. Inn,None,0,0,0,0,0,0
09275127,Hofkirchen,None,0,0,0,0,0,0
14521250,Großrückerswalde,None,0,0,0,0,0,0
14524100,Hartmannsdorf b. Kirchberg,None,0,0,0,0,0,0
14524150,Langenweißbach,None,0,0,0,0,0,0
14524090,Hartenstein,None,0,0,0,0,0,0
14521400,Mildenau,None,0,0,0,0,0,0
09276118,Böbrach,None,0,0,0,0,0,0
14521700,Zschorlau,None,0,0,0,0,0,0
14521570,Seiffen/Erzgeb.,None,0,0,0,0,0,0
14628150,Hartmannsdorf-Reichenau,None,0,0,0,0,0,0
14511000,Chemnitz,None,0,0,0,0,0,0
14729290,Narsdorf,None,0,0,0,0,0,0
14521410,Neukirchen/Erzgeb.,None,0,0,0,0,0,0
14521220,Gornau/Erzgeb.,None,0,0,0,0,0,0
14521310,Jahnsdorf/Erzgeb.,None,0,0,0,0,0,0
14521080,Bockau,None,0,0,0,0,0,0
14523090,Ellefeld,None,0,0,0,0,0,0
14524260,Remse,None,0,0,0,0,0,0
09278159,Niederwinkling,None,0,0,0,0,0,0
09189157,Trostberg,None,0,0,0,0,0,0
09274188,Weng,None,0,0,0,0,0,0
09189134,Palling,None,0,0,0,0,0,0
09277113,Bad Birnbach,None,0,0,0,0,0,0
09279126,Marklkofen,None,0,0,0,0,0,0
09275122,Fürstenzell,None,0,0,0,0,0,0
09372167,Zell,None,0,0,0,0,0,0
09372117,Chamerau,None,0,0,0,0,0,0
09274191,Wörth a.d. Isar,None,0,0,0,0,0,0
09479150,Schönwald,100,0,0,0,0,0,1
09275159,Windorf,None,0,0,0,0,0,0
09271138,Niederalteich,None,0,0,0,0,0,0
14521550,Schwarzenberg/Erzgeb.,None,0,0,0,0,0,0
14626180,Herrnhut,None,0,0,0,0,0,0
09183143,Schönberg,None,0,0,0,0,0,0
09271153,Winzer,None,0,0,0,0,0,0
09278189,Stallwang,None,0,0,0,0,0,0
09276134,Patersdorf,None,0,0,0,0,0,0
14521200,Gelenau/Erzgeb.,None,0,0,0,0,0,0
05382056,Sankt Augustin,10,0,1,1,1,1,1
13072040,Groß Wokern,50,0,0,0,0,1,1
14523430,Treuen,100,0,0,0,0,0,1
09479126,Höchstädt i. Fichtelgebirge,100,0,0,0,0,0,1
14521430,Niederwürschnitz,None,0,0,0,0,0,0
14628370,Stadt Wehlen,None,0,0,0,0,0,0
14522050,Brand-Erbisdorf,None,0,0,0,0,0,0
12072297,Niedergörsdorf,None,0,0,0,0,0,0
09278151,Mitterfels,None,0,0,0,0,0,0
09271152,Wallerfing,None,0,0,0,0,0,0
09271113,Auerbach,None,0,0,0,0,0,0
16077012,Gößnitz,100,0,0,0,0,0,1
09271141,Osterhofen,None,0,0,0,0,0,0
09277133,Massing,None,0,0,0,0,0,0
16077017,Heyersdorf,100,0,0,0,0,0,1
09272140,Ringelai,None,0,0,0,0,0,0
09189120,Grassau,None,0,0,0,0,0,0
09275116,Bad Füssing,None,0,0,0,0,0,0
16076023,Großenstein,100,0,0,0,0,0,1
09377137,Leonberg,None,0,0,0,0,0,0
09277154,Zeilarn,None,0,0,0,0,0,0
09276146,Zachenberg,None,0,0,0,0,0,0
14522180,Freiberg,None,0,0,0,0,0,0
14626390,Oderwitz,None,0,0,0,0,0,0
14626270,Lawalde,None,0,0,0,0,0,0
14522440,Oederan,None,0,0,0,0,0,0
14626030,Bernstadt a.d. Eigen,None,0,0,0,0,0,0
14626510,Schönbach,None,0,0,0,0,0,0
14729360,Regis-Breitingen,100,0,0,0,0,0,1
14524080,Glauchau,None,0,0,0,0,0,0
14521670,Wolkenstein,None,0,0,0,0,0,0
14521340,Königswalde,None,0,0,0,0,0,0
14625090,Cunewalde,None,0,0,0,0,0,0
14521560,Sehmatal,None,0,0,0,0,0,0
14628050,Bannewitz,None,0,0,0,0,0,0
14523130,Grünbach,None,0,0,0,0,0,0
14521260,Grünhain-Beierfeld,None,0,0,0,0,0,0
09471159,Memmelsdorf,50,0,0,0,0,1,1
09478145,Michelau i. OFr.,50,0,0,0,0,1,1
16064048,Neunheilingen,100,0,0,0,0,0,1
16068051,Sömmerda,100,0,0,0,0,0,1
16064033,Kirchheilingen,100,0,0,0,0,0,1
09574161,Vorra,50,0,0,0,0,1,1
09574160,Velden,30,0,0,0,1,1,1
09574129,Hartenstein,50,0,0,0,0,1,1
09571190,Petersaurach,50,0,0,0,0,1,1
16068046,Rudersdorf,50,0,0,0,0,1,1
16068036,Markvippach,100,0,0,0,0,0,1
09476164,Pressig,20,0,0,1,1,1,1
16074103,Tröbnitz,10,0,1,1,1,1,1
16066016,Dillstädt,100,0,0,0,0,0,1
09473144,Meeder,100,0,0,0,0,0,1
16074016,Eichenberg,20,0,0,1,1,1,1
09473112,Ahorn,100,0,0,0,0,0,1
16071031,Hetschburg,50,0,0,0,0,1,1
09478176,Weismain,10,0,1,1,1,1,1
03255013,Eschershausen,0,1,1,1,1,1,1
09478111,Altenkunstadt,10,0,1,1,1,1,1
09472121,Bischofsgrün,50,0,0,0,0,1,1
09574128,Happurg,50,0,0,0,0,1,1
09475175,Stammbach,50,0,0,0,0,1,1
03252008,Salzhemmendorf,0,1,1,1,1,1,1
16074071,Rattelsdorf,20,0,0,1,1,1,1
16071036,Isseroda,100,0,0,0,0,0,1
16067087,Nesse-Apfelstädt,100,0,0,0,0,0,1
08435015,Frickingen,None,0,0,0,0,0,0
03352043,Odisheim,30,0,0,0,1,1,1
09181133,Vilgertshofen,None,0,0,0,0,0,0
09175121,Glonn,None,0,0,0,0,0,0
09574141,Neunkirchen a. Sand,20,0,0,1,1,1,1
07335044,Steinwenden,100,0,0,0,0,0,1
06533003,Bad Camberg,100,0,0,0,0,0,1
13075060,Kemnitz,None,0,0,0,0,0,0
09474145,Kunreuth,10,0,1,1,1,1,1
09472131,Eckersdorf,10,0,1,1,1,1,1
09572164,Weisendorf,50,0,0,0,0,1,1
09573129,Tuchenbach,50,0,0,0,0,1,1
09574150,Reichenschwand,30,0,0,0,1,1,1
09571122,Bruckberg,100,0,0,0,0,0,1
09573133,Wilhermsdorf,100,0,0,0,0,0,1
09571226,Windsbach,30,0,0,0,1,1,1
09575128,Gutenstetten,100,0,0,0,0,0,1
09575152,Neuhof a.d. Zenn,100,0,0,0,0,0,1
09575116,Burghaslach,100,0,0,0,0,0,1
09674147,Haßfurt,50,0,0,0,0,1,1
09675148,Markt Einersheim,50,0,0,0,0,1,1
09571137,Dombühl,100,0,0,0,0,0,1
09575157,Oberscheinfeld,50,0,0,0,0,1,1
09678186,Üchtelhausen,10,0,1,1,1,1,1
09678164,Oberschwarzach,50,0,0,0,0,1,1
09675127,Geiselwind,100,0,0,0,0,0,1
09575112,Bad Windsheim,50,0,0,0,0,1,1
09571183,Oberdachstetten,100,0,0,0,0,0,1
09371141,Neukirchen b. Sulzbach-Rosenberg,100,0,0,0,0,0,1
09572139,Lonnerstadt,100,0,0,0,0,0,1
09472118,Betzenstein,20,0,0,1,1,1,1
09477136,Mainleus,0,1,1,1,1,1,1
09572127,Großenseebach,50,0,0,0,0,1,1
09374155,Schlammersdorf,100,0,0,0,0,0,1
09472199,Weidenberg,50,0,0,0,0,1,1
09478139,Lichtenfels,30,0,0,0,1,1,1
09371116,Birgland,100,0,0,0,0,0,1
09373113,Berg b. Neumarkt i.d. OPf.,50,0,0,0,0,1,1
09674184,Pfarrweisach,100,0,0,0,0,0,1
09561000,Ansbach,100,0,0,0,0,0,1
09471154,Lisberg,100,0,0,0,0,0,1
09373140,Lauterhofen,50,0,0,0,0,1,1
09571175,Lichtenau,50,0,0,0,0,1,1
09474161,Pretzfeld,10,0,1,1,1,1,1
09572154,Spardorf,30,0,0,0,1,1,1
09572120,Buckenhof,20,0,0,1,1,1,1
09471155,Litzendorf,50,0,0,0,0,1,1
09474158,Pinzberg,20,0,0,1,1,1,1
09574131,Henfenfeld,30,0,0,0,1,1,1
09477124,Kasendorf,0,1,1,1,1,1,1
09472150,Heinersreuth,20,0,0,1,1,1,1
16066064,Schwallungen,30,0,0,0,1,1,1
16069053,Veilsdorf,100,0,0,0,0,0,1
16075075,Oberoppurg,10,0,1,1,1,1,1
16075088,Ranis,0,1,1,1,1,1,1
16064036,Klettstedt,None,0,0,0,0,0,0
16066065,Schwarza,100,0,0,0,0,0,1
16073101,Wittgendorf,50,0,0,0,0,1,1
