AGS,GEN,treatment,treated_0,treated_10,treated_20,treated_30,treated_50,treated_100
08215007,Bretten,50,0,0,0,0,1,1
07232201,Arzfeld,None,0,0,0,0,0,0
07232056,Hütten,None,0,0,0,0,0,0
07232297,Reiff,None,0,0,0,0,0,0
07232003,Altscheid,None,0,0,0,0,0,0
07232245,Irrhausen,None,0,0,0,0,0,0
07232008,Bauler,None,0,0,0,0,0,0
07232090,Niederraden,None,0,0,0,0,0,0
03458010,Hude (Oldb),100,0,0,0,0,0,1
03356005,Lilienthal,50,0,0,0,0,1,1
03461006,Lemwerder,100,0,0,0,0,0,1
07232329,Winterspelt,None,0,0,0,0,0,0
07232202,Auw bei Prüm,100,0,0,0,0,0,1
09673182,Willmars,20,0,0,1,1,1,1
03153016,Braunlage,100,0,0,0,0,0,1
05370016,Heinsberg,50,0,0,0,0,1,1
05166004,Brüggen,100,0,0,0,0,0,1
05122000,Solingen,30,0,0,0,1,1,1
07235036,Gusenburg,None,0,0,0,0,0,0
10046115,Nonnweiler,None,0,0,0,0,0,0
07232105,Pickließem,None,0,0,0,0,0,0
07232311,Spangdahlem,None,0,0,0,0,0,0
07232022,Burg,None,0,0,0,0,0,0
07232128,Uppershausen,None,0,0,0,0,0,0
07232038,Fischbach-Oberraden,None,0,0,0,0,0,0
12070028,Berge,None,0,0,0,0,0,0
05366016,Euskirchen,50,0,0,0,0,1,1
03461001,Berne,100,0,0,0,0,0,1
03358017,Neuenkirchen,10,0,1,1,1,1,1
03358021,Soltau,20,0,0,1,1,1,1
03358011,Grethem,10,0,1,1,1,1,1
03358012,Hademstorf,0,1,1,1,1,1,1
03353041,Wistedt,20,0,0,1,1,1,1
03154007,Grafhorst,None,0,0,0,0,0,0
06632001,Alheim,10,0,1,1,1,1,1
05154052,Straelen,100,0,0,0,0,0,1
05154040,Kranenburg,None,0,0,0,0,0,0
06435028,Steinau an der Straße,100,0,0,0,0,0,1
13071023,Bütow,None,0,0,0,0,0,0
07235136,Trassem,None,0,0,0,0,0,0
07232080,Mettendorf,None,0,0,0,0,0,0
07232082,Minden,None,0,0,0,0,0,0
07232052,Hisel,None,0,0,0,0,0,0
07232037,Ferschweiler,None,0,0,0,0,0,0
07232248,Kickeshausen,None,0,0,0,0,0,0
07232097,Oberstedem,None,0,0,0,0,0,0
07232014,Bickendorf,None,0,0,0,0,0,0
07232119,Seffern,None,0,0,0,0,0,0
07232127,Übereisenbach,None,0,0,0,0,0,0
07232246,Jucken,None,0,0,0,0,0,0
07232115,Scharfbillig,None,0,0,0,0,0,0
07232032,Enzen,None,0,0,0,0,0,0
07232102,Utscheid,None,0,0,0,0,0,0
07232203,Balesfeld,None,0,0,0,0,0,0
07232021,Brimingen,None,0,0,0,0,0,0
07232254,Lambertsberg,None,0,0,0,0,0,0
07232042,Gentingen,None,0,0,0,0,0,0
07232098,Oberweiler,None,0,0,0,0,0,0
07232109,Rittersdorf,None,0,0,0,0,0,0
07232280,Nimsreuland,None,0,0,0,0,0,0
03251048,Bruchhausen-Vilsen,50,0,0,0,0,1,1
03356002,Grasberg,50,0,0,0,0,1,1
07232271,Mützenich,None,0,0,0,0,0,0
07232328,Winterscheid,None,0,0,0,0,0,0
07232236,Heckhuscheid,None,0,0,0,0,0,0
08325050,Schenkenzell,None,0,0,0,0,0,0
03360002,Bad Bevensen,None,0,0,0,0,0,0
07235129,Sommerau,None,0,0,0,0,0,0
07232126,Trimport,None,0,0,0,0,0,0
07140135,Schlierschied,100,0,0,0,0,0,1
07134068,Reichenbach,100,0,0,0,0,0,1
07140159,Wahlenau,100,0,0,0,0,0,1
07235152,Zerf,None,0,0,0,0,0,0
07340204,Biedershausen,None,0,0,0,0,0,0
07235043,Hentern,None,0,0,0,0,0,0
07134094,Wilzenberg-Hußweiler,None,0,0,0,0,0,0
07335203,Martinshöhe,None,0,0,0,0,0,0
07231062,Hupperath,None,0,0,0,0,0,0
10044115,Saarlouis,None,0,0,0,0,0,0
10044113,Nalbach,None,0,0,0,0,0,0
07140202,Dommershausen,30,0,0,0,1,1,1
05366032,Nettersheim,100,0,0,0,0,0,1
05366004,Bad Münstereifel,50,0,0,0,0,1,1
07232027,Dudeldorf,None,0,0,0,0,0,0
07135071,Peterswald-Löffelscheid,100,0,0,0,0,0,1
07135083,Ulmen,100,0,0,0,0,0,1
07135067,Müllenbach,100,0,0,0,0,0,1
10041519,Völklingen,None,0,0,0,0,0,0
07235092,Naurath (Wald),None,0,0,0,0,0,0
07340212,Käshofen,None,0,0,0,0,0,0
07235107,Pluwig,None,0,0,0,0,0,0
07232076,Malbergweich,None,0,0,0,0,0,0
07134062,Oberbrombach,100,0,0,0,0,0,1
07235077,Longen,None,0,0,0,0,0,0
07140010,Beltheim,30,0,0,0,1,1,1
07235078,Longuich,None,0,0,0,0,0,0
07231103,Osann-Monzel,None,0,0,0,0,0,0
07140040,Gehlweiler,50,0,0,0,0,1,1
07140043,Gondershausen,20,0,0,1,1,1,1
07133047,Horbach,100,0,0,0,0,0,1
07336046,Horschbach,100,0,0,0,0,0,1
07140101,Neuerkirch,50,0,0,0,0,1,1
07140042,Gödenroth,30,0,0,0,1,1,1
07231053,Hetzerath,None,0,0,0,0,0,0
07233203,Berenbach,100,0,0,0,0,0,1
07233007,Birgel,None,0,0,0,0,0,0
07233019,Dohm-Lammersdorf,None,0,0,0,0,0,0
07131086,Wirft,100,0,0,0,0,0,1
07137208,Hatzenport,20,0,0,1,1,1,1
07233056,Pelm,None,0,0,0,0,0,0
07134020,Dienstweiler,None,0,0,0,0,0,0
07231502,Morbach,100,0,0,0,0,0,1
07134073,Rohrbach,None,0,0,0,0,0,0
07135063,Mörsdorf,50,0,0,0,0,1,1
07335016,Hütschenhausen,100,0,0,0,0,0,1
07140120,Raversbeuren,100,0,0,0,0,0,1
07336102,Waldmohr,None,0,0,0,0,0,0
07231035,Gielert,None,0,0,0,0,0,0
07135039,Haserich,100,0,0,0,0,0,1
07232007,Badem,None,0,0,0,0,0,0
07231049,Hasborn,100,0,0,0,0,0,1
07235100,Ollmuth,None,0,0,0,0,0,0
07231016,Burgen,None,0,0,0,0,0,0
03255007,Deensen,0,1,1,1,1,1,1
07140093,Mermuth,20,0,0,1,1,1,1
07135010,Blankenrath,100,0,0,0,0,0,1
07134012,Bollenbach,100,0,0,0,0,0,1
07231096,Niederscheidweiler,100,0,0,0,0,0,1
07135077,Schauren,100,0,0,0,0,0,1
07134058,Niederhambach,None,0,0,0,0,0,0
07135073,Pünderich,100,0,0,0,0,0,1
07140147,Spesenroth,50,0,0,0,0,1,1
08335002,Allensbach,None,0,0,0,0,0,0
05374016,Hückeswagen,100,0,0,0,0,0,1
07336040,Herren-Sulzbach,100,0,0,0,0,0,1
07336039,Herchweiler,None,0,0,0,0,0,0
07134065,Oberkirn,100,0,0,0,0,0,1
07233011,Brockscheid,100,0,0,0,0,0,1
07232075,Malberg,None,0,0,0,0,0,0
07336091,Schellweiler,None,0,0,0,0,0,0
07336050,Kirrweiler,100,0,0,0,0,0,1
07235141,Waldrach,None,0,0,0,0,0,0
07235072,Lampaden,None,0,0,0,0,0,0
07134081,Sensweiler,100,0,0,0,0,0,1
10046112,Marpingen,None,0,0,0,0,0,0
07235134,Thörnich,None,0,0,0,0,0,0
07140129,Rödern,50,0,0,0,0,1,1
07235148,Wiltingen,None,0,0,0,0,0,0
07231077,Longkamp,100,0,0,0,0,0,1
07137112,Welling,20,0,0,1,1,1,1
05382036,Much,50,0,0,0,0,1,1
07233202,Bereborn,100,0,0,0,0,0,1
07233241,Steffeln,None,0,0,0,0,0,0
07131026,Harscheid,100,0,0,0,0,0,1
07233222,Kolverath,100,0,0,0,0,0,1
05362016,Elsdorf,10,0,1,1,1,1,1
07137077,Münk,100,0,0,0,0,0,1
07233058,Rockeskyll,None,0,0,0,0,0,0
07233006,Betteldorf,100,0,0,0,0,0,1
07131054,Niederdürenbach,30,0,0,0,1,1,1
07137081,Nickenich,10,0,1,1,1,1,1
07233216,Horperath,100,0,0,0,0,0,1
07233033,Hohenfels-Essingen,100,0,0,0,0,0,1
07232313,Steinborn,None,0,0,0,0,0,0
07336009,Bosenbach,100,0,0,0,0,0,1
07135064,Moritzheim,100,0,0,0,0,0,1
07231056,Hochscheid,100,0,0,0,0,0,1
07231076,Lösnich,100,0,0,0,0,0,1
07140204,Mastershausen,50,0,0,0,0,1,1
07135080,Sosberg,50,0,0,0,0,1,1
07235021,Farschweiler,None,0,0,0,0,0,0
07233220,Kirsbach,100,0,0,0,0,0,1
07233021,Ellscheid,100,0,0,0,0,0,1
07233067,Steineberg,100,0,0,0,0,0,1
07135011,Brachtendorf,50,0,0,0,0,1,1
05382044,Niederkassel,0,1,1,1,1,1,1
07137053,Kollig,50,0,0,0,0,1,1
07137096,Saffig,0,1,1,1,1,1,1
07138501,Kasbach-Ohlenberg,0,1,1,1,1,1,1
07233064,Schönbach,100,0,0,0,0,0,1
07131205,Glees,20,0,0,1,1,1,1
07131036,Kalenborn,50,0,0,0,0,1,1
07134005,Baumholder,100,0,0,0,0,0,1
07336095,Sankt Julian,100,0,0,0,0,0,1
07235074,Leiwen,None,0,0,0,0,0,0
07336089,Rutsweiler am Glan,100,0,0,0,0,0,1
07235091,Naurath (Eifel),None,0,0,0,0,0,0
07135041,Hesweiler,100,0,0,0,0,0,1
07336088,Ruthweiler,None,0,0,0,0,0,0
07134034,Hattgenstein,None,0,0,0,0,0,0
07135074,Reidenhausen,100,0,0,0,0,0,1
07235137,Trierweiler,None,0,0,0,0,0,0
07135048,Kliding,100,0,0,0,0,0,1
07340217,Maßweiler,None,0,0,0,0,0,0
07231086,Minheim,None,0,0,0,0,0,0
07140007,Belg,100,0,0,0,0,0,1
07140006,Bärenbach,100,0,0,0,0,0,1
07231058,Horath,None,0,0,0,0,0,0
07134090,Vollmersbach,100,0,0,0,0,0,1
07336044,Homberg,100,0,0,0,0,0,1
07134041,Hintertiefenbach,100,0,0,0,0,0,1
07340227,Wiesbach,None,0,0,0,0,0,0
07232010,Beilingen,None,0,0,0,0,0,0
07140111,Ober Kostenz,100,0,0,0,0,0,1
07137093,Rieden,30,0,0,0,1,1,1
07131501,Dümpelfeld,50,0,0,0,0,1,1
07131079,Trierscheid,100,0,0,0,0,0,1
07135029,Faid,100,0,0,0,0,0,1
07138006,Breitscheid,20,0,0,1,1,1,1
07233210,Drees,100,0,0,0,0,0,1
07131083,Wiesemscheid,100,0,0,0,0,0,1
05382048,Rheinbach,20,0,0,1,1,1,1
07137034,Hausten,50,0,0,0,0,1,1
07131018,Dorsel,100,0,0,0,0,0,1
07135087,Wagenhausen,100,0,0,0,0,0,1
12068477,Wusterhausen/Dosse,None,0,0,0,0,0,0
03355008,Betzendorf,100,0,0,0,0,0,1
12069304,Kleinmachnow,None,0,0,0,0,0,0
15085125,Groß Quenstedt,None,0,0,0,0,0,0
15089307,Seeland,None,0,0,0,0,0,0
16062064,Heringen/Helme,None,0,0,0,0,0,0
15082256,Osternienburger Land,100,0,0,0,0,0,1
12065144,Hohen Neuendorf,None,0,0,0,0,0,0
12069616,Teltow,None,0,0,0,0,0,0
12064428,Rüdersdorf bei Berlin,None,0,0,0,0,0,0
12065136,Hennigsdorf,None,0,0,0,0,0,0
12063148,Ketzin/Havel,None,0,0,0,0,0,0
12072312,Nuthe-Urstromtal,None,0,0,0,0,0,0
13075103,Nieden,None,0,0,0,0,0,0
03156003,Bad Sachsa,100,0,0,0,0,0,1
08317110,Renchen,None,0,0,0,0,0,0
16065016,Etzleben,100,0,0,0,0,0,1
01057074,Schönkirchen,None,0,0,0,0,0,0
15084170,Goseck,10,0,1,1,1,1,1
15083515,Völpke,None,0,0,0,0,0,0
16065038,Holzsußra,100,0,0,0,0,0,1
16062039,Nohra,None,0,0,0,0,0,0
16065035,Heygendorf,100,0,0,0,0,0,1
16068012,Frömmstedt,None,0,0,0,0,0,0
16065008,Borxleben,100,0,0,0,0,0,1
03254029,Schellerten,50,0,0,0,0,1,1
03453002,Bösel,30,0,0,0,1,1,1
12062440,Schilda,None,0,0,0,0,0,0
12060034,Breydin,None,0,0,0,0,0,0
16070029,Ilmenau,100,0,0,0,0,0,1
06437004,Breuberg,None,0,0,0,0,0,0
06435020,Neuberg,None,0,0,0,0,0,0
16071051,Leutenthal,50,0,0,0,0,1,1
16063046,Krauthausen,30,0,0,0,1,1,1
09372113,Arrach,None,0,0,0,0,0,0
14523030,Bad Brambach,None,0,0,0,0,0,0
09272122,Haidmühle,None,0,0,0,0,0,0
16071081,Rohrbach,50,0,0,0,0,1,1
16071099,Saaleplatte,10,0,1,1,1,1,1
16071028,Heichelheim,100,0,0,0,0,0,1
01054132,Südermarsch,0,1,1,1,1,1,1
16073028,Gräfenthal,30,0,0,0,1,1,1
05770032,Porta Westfalica,100,0,0,0,0,0,1
01059098,Nübel,100,0,0,0,0,0,1
07339043,Nierstein,50,0,0,0,0,1,1
03156017,Bad Grund (Harz),50,0,0,0,0,1,1
03151015,Leiferde,100,0,0,0,0,0,1
08126028,Forchtenberg,0,1,1,1,1,1,1
09172114,Bad Reichenhall,None,0,0,0,0,0,0
09189139,Reit im Winkl,None,0,0,0,0,0,0
09472154,Hollfeld,0,1,1,1,1,1,1
14523110,Erlbach,None,0,0,0,0,0,0
13075129,Stolpe auf Usedom,None,0,0,0,0,0,0
01054113,Sankt Peter-Ording,50,0,0,0,0,1,1
13075087,Lütow,None,0,0,0,0,0,0
06436001,Bad Soden am Taunus,100,0,0,0,0,0,1
07131025,Gönnersdorf,10,0,1,1,1,1,1
07233217,Kaperich,100,0,0,0,0,0,1
07137049,Kirchwald,50,0,0,0,0,1,1
10041516,Quierschied,None,0,0,0,0,0,0
07336018,Ehweiler,None,0,0,0,0,0,0
07140081,Laufersweiler,100,0,0,0,0,0,1
07336067,Niederalben,100,0,0,0,0,0,1
07134093,Wickenrodt,100,0,0,0,0,0,1
07231110,Reil,100,0,0,0,0,0,1
07231037,Gladbach,None,0,0,0,0,0,0
05978020,Kamen,None,0,0,0,0,0,0
05154004,Bedburg-Hau,100,0,0,0,0,0,1
05754020,Herzebrock-Clarholz,100,0,0,0,0,0,1
03454013,Fresenburg,20,0,0,1,1,1,1
03251025,Marl,100,0,0,0,0,0,1
15084246,Kaiserpfalz,50,0,0,0,0,1,1
03256020,Linsburg,10,0,1,1,1,1,1
03256016,Husum,20,0,0,1,1,1,1
03353010,Eyendorf,100,0,0,0,0,0,1
05112000,Duisburg,0,1,1,1,1,1,1
05566008,Emsdetten,50,0,0,0,0,1,1
05974040,Soest,None,0,0,0,0,0,0
03453011,Löningen,20,0,0,1,1,1,1
05766056,Oerlinghausen,None,0,0,0,0,0,0
03453004,Cloppenburg,None,0,0,0,0,0,0
05570036,Sassenberg,100,0,0,0,0,0,1
01051008,Bergewöhrden,20,0,0,1,1,1,1
01051080,Norderheistedt,10,0,1,1,1,1,1
01051131,Westerborstel,20,0,0,1,1,1,1
01051060,Kleve,10,0,1,1,1,1,1
01051093,Reinsbüttel,10,0,1,1,1,1,1
01051033,Friedrichsgabekoog,10,0,1,1,1,1,1
01051128,Wesselburener Deichhausen,20,0,0,1,1,1,1
01051129,Wesselburenerkoog,20,0,0,1,1,1,1
03152001,Adelebsen,0,1,1,1,1,1,1
01058032,Brodersby,None,0,0,0,0,0,0
16077023,Langenleuba-Niederhain,None,0,0,0,0,0,0
06534009,Fronhausen,None,0,0,0,0,0,0
09776126,Sigmarszell,None,0,0,0,0,0,0
15091241,Oranienbaum-Wörlitz,None,0,0,0,0,0,0
01051016,Burg (Dithmarschen),0,1,1,1,1,1,1
01051037,Großenrade,10,0,1,1,1,1,1
01051064,Kuden,10,0,1,1,1,1,1
01051024,Eddelak,0,1,1,1,1,1,1
01051089,Quickborn,0,1,1,1,1,1,1
01051097,Sankt Michaelisdonn,None,0,0,0,0,0,0
01051022,Dingen,0,1,1,1,1,1,1
01051026,Eggstedt,10,0,1,1,1,1,1
01051010,Brickeln,0,1,1,1,1,1,1
01061013,Bokelrehm,20,0,0,1,1,1,1
01051044,Heide,None,0,0,0,0,0,0
01051069,Lohe-Rickelshof,10,0,1,1,1,1,1
12063274,Seeblick,None,0,0,0,0,0,0
16076039,Langenwetzendorf,100,0,0,0,0,0,1
16071047,Krautheim,100,0,0,0,0,0,1
01056024,Heist,30,0,0,0,1,1,1
13075096,Neetzow,None,0,0,0,0,0,0
13071138,Silz,100,0,0,0,0,0,1
13075077,Liepen,None,0,0,0,0,0,0
13073106,Zirkow,None,0,0,0,0,0,0
13073075,Ribnitz-Damgarten,10,0,1,1,1,1,1
13075050,Hinrichshagen,None,0,0,0,0,0,0
13073020,Drechow,100,0,0,0,0,0,1
13071142,Stavenhagen,100,0,0,0,0,0,1
13073062,Papenhagen,100,0,0,0,0,0,1
13072113,Warnkenhagen,50,0,0,0,0,1,1
13071031,Eichhorst,None,0,0,0,0,0,0
13072041,Groß Wüstenfelde,50,0,0,0,0,1,1
13071015,Bredenfelde,None,0,0,0,0,0,0
05566040,Lengerich,30,0,0,0,1,1,1
15086035,Elbe-Parey,None,0,0,0,0,0,0
05974012,Ense,None,0,0,0,0,0,0
03452012,Ihlow,10,0,1,1,1,1,1
09677200,Wiesthal,100,0,0,0,0,0,1
09180125,Oberammergau,None,0,0,0,0,0,0
09176160,Schernfeld,10,0,1,1,1,1,1
03355025,Nahrendorf,None,0,0,0,0,0,0
03357037,Reeßum,10,0,1,1,1,1,1
09374168,Windischeschenbach,None,0,0,0,0,0,0
06632018,Rotenburg a.d. Fulda,0,1,1,1,1,1,1
08435035,Meckenbeuren,None,0,0,0,0,0,0
13076160,Ziegendorf,None,0,0,0,0,0,0
05382072,Wachtberg,10,0,1,1,1,1,1
07338002,Beindersheim,20,0,0,1,1,1,1
12067458,Siehdichum,None,0,0,0,0,0,0
03151004,Bokensdorf,None,0,0,0,0,0,0
09189141,Schleching,None,0,0,0,0,0,0
09372178,Lohberg,None,0,0,0,0,0,0
12071337,Schenkendöbern,None,0,0,0,0,0,0
05370024,Selfkant,100,0,0,0,0,0,1
07340011,Fischbach bei Dahn,None,0,0,0,0,0,0
09187114,Aschau i. Chiemgau,None,0,0,0,0,0,0
03402000,Emden,None,0,0,0,0,0,0
01054163,Wrixum,50,0,0,0,0,1,1
03457017,Ostrhauderfehn,100,0,0,0,0,0,1
01051074,Meldorf,None,0,0,0,0,0,0
09377142,Neualbenreuth,None,0,0,0,0,0,0
07338023,Römerberg,0,1,1,1,1,1,1
07235083,Mehring,None,0,0,0,0,0,0
07140105,Nieder Kostenz,100,0,0,0,0,0,1
07233070,Strohn,100,0,0,0,0,0,1
07336015,Dennweiler-Frohnbach,100,0,0,0,0,0,1
07134024,Ellweiler,None,0,0,0,0,0,0
07134039,Herrstein,100,0,0,0,0,0,1
07232104,Philippsheim,None,0,0,0,0,0,0
07140086,Lindenschied,100,0,0,0,0,0,1
07134027,Frauenberg,100,0,0,0,0,0,1
07235048,Hockweiler,None,0,0,0,0,0,0
07231501,Irmenach,100,0,0,0,0,0,1
07235038,Gutweiler,None,0,0,0,0,0,0
07235026,Föhren,None,0,0,0,0,0,0
07135019,Bullay,100,0,0,0,0,0,1
07231132,Willwerscheid,100,0,0,0,0,0,1
07135021,Dohr,100,0,0,0,0,0,1
07235140,Vierherrenborn,None,0,0,0,0,0,0
07140030,Dillendorf,100,0,0,0,0,0,1
07235004,Bekond,None,0,0,0,0,0,0
07335030,Niedermohr,100,0,0,0,0,0,1
07336081,Rathsweiler,100,0,0,0,0,0,1
07336079,Rammelsbach,100,0,0,0,0,0,1
07232331,Zendscheid,None,0,0,0,0,0,0
07235056,Kasel,None,0,0,0,0,0,0
07140024,Büchenbeuren,100,0,0,0,0,0,1
07140064,Kastellaun,30,0,0,0,1,1,1
07233027,Gillenfeld,100,0,0,0,0,0,1
07134036,Heimbach,None,0,0,0,0,0,0
07140046,Hasselbach,50,0,0,0,0,1,1
07134084,Siesbach,100,0,0,0,0,0,1
07140139,Schönborn,50,0,0,0,0,1,1
07232113,Sankt Thomas,None,0,0,0,0,0,0
05374020,Lindlar,50,0,0,0,0,1,1
07131502,Kempenich,30,0,0,0,1,1,1
07131009,Bauler,100,0,0,0,0,0,1
07138010,Datzeroth,10,0,1,1,1,1,1
07135078,Schmitt,100,0,0,0,0,0,1
07135075,Roes,50,0,0,0,0,1,1
07138062,Rheinbreitbach,0,1,1,1,1,1,1
07233014,Darscheid,100,0,0,0,0,0,1
07137105,Virneburg,50,0,0,0,0,1,1
07131014,Brohl-Lützing,10,0,1,1,1,1,1
07233010,Boxberg,100,0,0,0,0,0,1
07233244,Welcherath,100,0,0,0,0,0,1
07135031,Forst (Eifel),50,0,0,0,0,1,1
07131065,Pomster,100,0,0,0,0,0,1
07131021,Eichenbach,100,0,0,0,0,0,1
07137088,Plaidt,10,0,1,1,1,1,1
07233077,Utzerath,100,0,0,0,0,0,1
07138037,Leubsdorf,0,1,1,1,1,1,1
07135002,Alflen,100,0,0,0,0,0,1
07233208,Brücktal,100,0,0,0,0,0,1
07131008,Barweiler,100,0,0,0,0,0,1
07135045,Kaisersesch,50,0,0,0,0,1,1
07340220,Reifenberg,None,0,0,0,0,0,0
07140049,Heinzenbach,50,0,0,0,0,1,1
07340024,Höhfröschen,None,0,0,0,0,0,0
07140001,Alterkülz,50,0,0,0,0,1,1
07135008,Beuren,100,0,0,0,0,0,1
07231023,Dodenburg,None,0,0,0,0,0,0
07140048,Hecken,100,0,0,0,0,0,1
07340223,Rosenkopf,None,0,0,0,0,0,0
07231075,Lieser,None,0,0,0,0,0,0
07231091,Musweiler,None,0,0,0,0,0,0
07134022,Elchweiler,None,0,0,0,0,0,0
07231054,Hilscheid,None,0,0,0,0,0,0
07135081,Tellig,100,0,0,0,0,0,1
07336100,Unterjeckenbach,100,0,0,0,0,0,1
07231126,Veldenz,None,0,0,0,0,0,0
07235044,Herl,None,0,0,0,0,0,0
07336017,Dunzweiler,None,0,0,0,0,0,0
07134086,Sonnschied,100,0,0,0,0,0,1
07336054,Krottelbach,None,0,0,0,0,0,0
07340215,Knopp-Labach,None,0,0,0,0,0,0
07340222,Rieschweiler-Mühlbach,None,0,0,0,0,0,0
07140165,Würrich,100,0,0,0,0,0,1
07231012,Brauneberg,None,0,0,0,0,0,0
07134042,Hoppstädten-Weiersbach,None,0,0,0,0,0,0
07336011,Brücken (Pfalz),None,0,0,0,0,0,0
07233034,Immerath,100,0,0,0,0,0,1
07336037,Henschtal,None,0,0,0,0,0,0
07134061,Nohen,None,0,0,0,0,0,0
07235124,Schöndorf,None,0,0,0,0,0,0
07231068,Kinheim,100,0,0,0,0,0,1
07135012,Bremm,100,0,0,0,0,0,1
07134060,Niederwörresbach,100,0,0,0,0,0,1
07131210,Wehr,30,0,0,0,1,1,1
07233052,Niederstadtfeld,None,0,0,0,0,0,0
07135014,Brieden,50,0,0,0,0,1,1
07138065,Roßbach,20,0,0,1,1,1,1
07137023,Einig,30,0,0,0,1,1,1
07131030,Hoffeld,100,0,0,0,0,0,1
07135020,Cochem,100,0,0,0,0,0,1
07137008,Bell,30,0,0,0,1,1,1
07137215,Macken,30,0,0,0,1,1,1
07137057,Kruft,10,0,1,1,1,1,1
07137504,Lehmen,10,0,1,1,1,1,1
07233016,Demerath,100,0,0,0,0,0,1
07233226,Mosbruch,100,0,0,0,0,0,1
07233239,Schüller,None,0,0,0,0,0,0
07232305,Schwirzheim,None,0,0,0,0,0,0
07131202,Burgbrohl,10,0,1,1,1,1,1
07131022,Fuchshofen,100,0,0,0,0,0,1
07231066,Kesten,None,0,0,0,0,0,0
16066093,Rhönblick,20,0,0,1,1,1,1
07231057,Hontheim,100,0,0,0,0,0,1
07235106,Pellingen,None,0,0,0,0,0,0
07336103,Welchweiler,100,0,0,0,0,0,1
07235090,Morscheid,None,0,0,0,0,0,0
07233046,Mückeln,100,0,0,0,0,0,1
07134056,Mörschied,100,0,0,0,0,0,1
07134078,Schmißberg,None,0,0,0,0,0,0
07231107,Platten,None,0,0,0,0,0,0
07134004,Asbach,100,0,0,0,0,0,1
07140082,Lautzenhausen,100,0,0,0,0,0,1
07340216,Krähenberg,None,0,0,0,0,0,0
07231032,Etgert,None,0,0,0,0,0,0
07231125,Ürzig,100,0,0,0,0,0,1
07231042,Gräfendhron,None,0,0,0,0,0,0
07233065,Schutz,None,0,0,0,0,0,0
07336004,Altenkirchen,None,0,0,0,0,0,0
07134010,Birkenfeld,None,0,0,0,0,0,0
07336006,Blaubach,100,0,0,0,0,0,1
07140141,Schwarzen,100,0,0,0,0,0,1
07336052,Konken,None,0,0,0,0,0,0
07231029,Enkirch,100,0,0,0,0,0,1
07134083,Sienhachenbach,100,0,0,0,0,0,1
07336070,Oberalben,100,0,0,0,0,0,1
07340035,Nünschweiler,None,0,0,0,0,0,0
07336031,Glan-Münchweiler,100,0,0,0,0,0,1
07232228,Gransdorf,None,0,0,0,0,0,0
07231203,Büdlich,None,0,0,0,0,0,0
10046118,Tholey,None,0,0,0,0,0,0
07140076,Külz (Hunsrück),50,0,0,0,0,1,1
07340041,Saalstadt,100,0,0,0,0,0,1
07340017,Herschberg,None,0,0,0,0,0,0
07133077,Otzweiler,100,0,0,0,0,0,1
07336014,Deimberg,100,0,0,0,0,0,1
07232101,Orsfeld,None,0,0,0,0,0,0
07231124,Traben-Trarbach,100,0,0,0,0,0,1
07134028,Gerach,100,0,0,0,0,0,1
07235005,Bescheid,None,0,0,0,0,0,0
07232273,Neuheilenbach,None,0,0,0,0,0,0
07133008,Bärenbach,100,0,0,0,0,0,1
07231136,Zeltingen-Rachtig,100,0,0,0,0,0,1
07133201,Bruschied,100,0,0,0,0,0,1
07235135,Thomm,None,0,0,0,0,0,0
07231074,Laufeld,None,0,0,0,0,0,0
07235098,Ockfen,None,0,0,0,0,0,0
07134087,Stipshausen,100,0,0,0,0,0,1
07336016,Dittweiler,None,0,0,0,0,0,0
07134008,Berschweiler bei Baumholder,None,0,0,0,0,0,0
07140094,Metzenhausen,100,0,0,0,0,0,1
07233063,Schalkenmehren,100,0,0,0,0,0,1
07138024,Hammerstein,0,1,1,1,1,1,1
05378020,Odenthal,30,0,0,0,1,1,1
07137055,Kottenheim,30,0,0,0,1,1,1
07135005,Auderath,100,0,0,0,0,0,1
05362028,Hürth,10,0,1,1,1,1,1
05362020,Erftstadt,30,0,0,0,1,1,1
07137110,Weiler,50,0,0,0,0,1,1
07131072,Rodder,100,0,0,0,0,0,1
05382040,Neunkirchen-Seelscheid,50,0,0,0,0,1,1
05382012,Bornheim,10,0,1,1,1,1,1
07135030,Filz,100,0,0,0,0,0,1
07138038,Leutesdorf,0,1,1,1,1,1,1
07137056,Kretz,10,0,1,1,1,1,1
07131051,Müllenbach,100,0,0,0,0,0,1
03251047,Weyhe,100,0,0,0,0,0,1
03251003,Bahrenborstel,100,0,0,0,0,0,1
03456018,Quendorf,10,0,1,1,1,1,1
05978016,Holzwickede,None,0,0,0,0,0,0
05962044,Nachrodt-Wiblingwerde,None,0,0,0,0,0,0
05566020,Hopsten,30,0,0,0,1,1,1
03456005,Georgsdorf,0,1,1,1,1,1,1
03459014,Bramsche,0,1,1,1,1,1,1
05978004,Bergkamen,None,0,0,0,0,0,0
16075131,Gefell,30,0,0,0,1,1,1
06633006,Bad Emstal,100,0,0,0,0,0,1
03255033,Polle,20,0,0,1,1,1,1
03357025,Hemslingen,0,1,1,1,1,1,1
03256009,Hämelhausen,20,0,0,1,1,1,1
03358013,Häuslingen,0,1,1,1,1,1,1
03257011,Haste,10,0,1,1,1,1,1
03241020,Wennigsen (Deister),0,1,1,1,1,1,1
03254028,Sarstedt,10,0,1,1,1,1,1
03257016,Hohnhorst,20,0,0,1,1,1,1
