AGS,pop_density,male,female,foreign,employed,unemployed,avg_income,avg_age,age 0-17,age 18-24,age 25-44,age 45-64,age 65+,protestant,catholic,religion_other
01000000,177.22765697272584,0.4858664935311678,0.5141335064688323,0.04180500900140315,0.34754308656167826,0.03572991005025144,32200.000000000004,44.5,16.7,7.7,23.5,29.9,22.1,0.5152781006807211,0.05984209956791122,0.4248797997513677
01001000,1449.7356362354599,0.4927666609934596,0.5072333390065404,0.062352597923606215,0.32843006151377374,0.062328284179046414,27000.0,43.0,15.2,11.3,26.3,26.6,20.6,0.49681489946266627,0.06345887330107709,0.43972622723625665
01002000,1987.206068268015,0.48139807109957505,0.518601928900425,0.07028102230026041,0.3393176748012995,0.053999033005064,27500.0,41.8,14.3,11.6,30.2,25.6,18.3,0.4129025964662273,0.07366126337040148,0.5134361401633712
01003000,981.7702254796694,0.47470102945721687,0.5252989705427831,0.06256151779558261,0.33178954375787545,0.052347780604360336,27600.0,44.9,15.0,8.4,25.4,28.1,23.1,0.482632367276099,0.08460569173343477,0.4327619409904662
01004000,1078.444785704314,0.4881616590506026,0.5118383409493974,0.0603373506453158,0.3333505935351914,0.056647982498155315,26200.0,44.4,16.6,8.7,23.6,28.9,22.3,0.49652422685083303,0.06497171484420511,0.43850405830496186
01051000,93.76159765841089,0.4893801344286781,0.5106198655713219,0.023554891710231517,0.3199701269604182,0.03896191187453323,29700.0,45.2,17.3,7.5,21.7,30.3,23.3,0.6456908140403286,0.04462285287528006,0.30968633308439136
01051001,206.36682242990653,0.483158788564959,0.5165581658647043,0.026323238041324654,0.2884234361732239,0.046136427964902346,28200.0,43.9,20.0,7.6,21.6,27.8,23.1,0.6481743560713275,0.0350976507217662,0.3164449476365695
01051002,32.80346820809248,0.5242290748898678,0.4801762114537445,,0.3568281938325991,0.06607929515418502,30600.0,42.2,20.1,4.7,26.2,35.0,14.0,0.6960352422907489,0.02643171806167401,0.28193832599118945
01051003,67.80595369349504,0.4991869918699187,0.4991869918699187,0.01951219512195122,0.37073170731707317,0.02926829268292683,28200.0,43.8,16.7,9.8,21.1,35.0,17.4,0.6780487804878049,0.030894308943089432,0.2894308943089431
01051004,77.39495798319328,0.4733984799131379,0.5244299674267101,0.010857763300760043,0.33767643865363733,0.02823018458197611,27600.0,47.0,15.7,7.7,21.6,29.5,25.5,0.7220412595005429,0.009771986970684038,0.26601520086862107
01051005,33.46379647749511,0.5906432748538012,0.4093567251461988,0.017543859649122806,0.4093567251461988,0.029239766081871343,25700.0,45.3,16.4,4.5,28.2,27.7,23.2,0.5730994152046783,0.05263157894736842,0.3742690058479532
01051006,35.22727272727273,0.4987593052109181,0.5,0.011166253101736972,0.34491315136476425,0.033498759305210915,30700.0,43.9,19.1,7.7,21.2,30.9,21.0,0.7196029776674938,0.018610421836228287,0.26054590570719605
01051008,12.878787878787879,0.35294117647058826,0.6470588235294118,,0.11764705882352941,0.029411764705882353,31000.0,47.5,27.0,,16.2,24.3,32.4,0.7058823529411765,0.0,0.29411764705882354
01051010,34.266886326194395,0.4807692307692308,0.5192307692307693,0.019230769230769232,0.3701923076923077,0.02403846153846154,27100.0,37.5,27.2,9.7,26.7,22.1,14.3,0.7259615384615384,0.0,0.27403846153846156
01051011,196.7198038013489,0.4957924263674614,0.5042075736325385,0.03116721209287829,0.33909926757051584,0.04371201496026181,33900.0,45.5,16.6,7.2,21.7,31.0,23.4,0.5663082437275986,0.05976312918809412,0.3739286270843073
01051012,74.22680412371133,0.5148148148148148,0.4861111111111111,0.011111111111111112,0.30092592592592593,0.024074074074074074,28300.0,42.2,21.2,8.0,21.2,31.2,18.3,0.7138888888888889,0.03148148148148148,0.25555555555555554
01051013,565.6839622641509,0.45945382530748385,0.5403377110694184,0.03668959766520742,0.2516155930790077,0.0402334792578695,25100.0,53.9,10.7,5.2,14.5,30.5,39.1,0.5993329164060871,0.06920992286845945,0.33124869710235566
01051014,124.0418118466899,0.4691011235955056,0.5308988764044944,0.011235955056179775,0.26685393258426965,0.03932584269662921,29900.0,51.3,12.7,6.2,14.3,34.0,32.9,0.6095505617977528,0.056179775280898875,0.3342696629213483
01051015,69.70212765957447,0.49572649572649574,0.503052503052503,0.003663003663003663,0.34676434676434675,0.030525030525030524,31500.0,43.1,20.8,6.7,22.2,31.0,19.3,0.6568986568986569,0.029304029304029304,0.3125763125763126
01051016,375.6901157613535,0.47878644228490164,0.5212135577150984,0.020621000237022992,0.28419056648494906,0.04787864422849016,29900.0,46.8,17.0,6.9,19.7,29.3,27.1,0.6146006162597772,0.051196966105712255,0.33420241763451053
01051017,27.254707631318137,0.5309090909090909,0.4763636363636364,0.01090909090909091,0.41818181818181815,0.03636363636363636,23600.0,45.0,16.7,7.8,20.2,34.4,20.9,0.7527272727272727,0.05454545454545454,0.2
01051019,35.59944878272852,0.5148387096774194,0.48516129032258065,0.015483870967741935,0.28903225806451616,0.03354838709677419,25800.0,43.2,21.2,5.6,21.8,30.5,20.9,0.7303225806451613,0.023225806451612905,0.24645161290322581
01051020,45.07575757575758,0.511204481792717,0.48739495798319327,0.008403361344537815,0.31512605042016806,0.02661064425770308,26100.0,46.8,17.0,6.7,19.3,30.5,26.4,0.7296918767507002,0.028011204481792718,0.24089635854341737
01051021,102.14477211796246,0.5196850393700787,0.4816272965879265,0.013123359580052493,0.35170603674540685,0.023622047244094488,29900.0,41.2,21.9,8.3,22.4,31.0,16.3,0.7073490813648294,0.027559055118110236,0.2664041994750656
01051022,93.73219373219374,0.5091185410334347,0.4939209726443769,0.00911854103343465,0.3586626139817629,0.0182370820668693,31500.0,44.1,18.5,6.9,21.9,32.9,19.9,0.7264437689969605,0.031914893617021274,0.24468085106382978
01051023,79.41176470588235,0.499194847020934,0.5024154589371981,,0.2834138486312399,0.03542673107890499,27700.0,43.0,20.8,7.2,22.6,29.0,20.5,0.7455716586151369,0.03864734299516908,0.21739130434782608
01051024,151.7915309446254,0.4949928469241774,0.505722460658083,0.006437768240343348,0.3719599427753934,0.03719599427753934,30000.0,41.6,21.1,6.5,25.6,28.8,17.9,0.7045779685264664,0.02575107296137339,0.2703862660944206
01051026,60.35965598123534,0.5,0.5,0.0038860103626943004,0.35233160621761656,0.029792746113989636,27100.0,44.0,18.9,7.3,20.4,32.9,20.5,0.7344559585492227,0.015544041450777202,0.25
01051027,29.267484255883325,0.507361268403171,0.49263873159682897,0.010192525481313703,0.3567383918459796,0.02944507361268403,31600.0,42.1,20.0,7.6,25.0,29.9,17.5,0.6613816534541337,0.020385050962627407,0.318233295583239
01051028,57.84023668639053,0.5012787723785166,0.49872122762148335,0.01278772378516624,0.32864450127877237,0.03324808184143223,28300.0,41.3,20.4,8.8,23.5,30.1,17.3,0.6892583120204604,0.034526854219948847,0.27621483375959077
01051030,28.276573787409703,0.4927007299270073,0.5109489051094891,0.010948905109489052,0.3248175182481752,0.032846715328467155,34700.0,40.3,23.7,6.4,24.1,31.2,14.7,0.7627737226277372,0.032846715328467155,0.20802919708029197
01051032,36.24031007751938,0.5080213903743316,0.4919786096256685,0.02406417112299465,0.339572192513369,0.029411764705882353,27100.0,44.7,19.6,7.1,18.0,33.6,21.7,0.7245989304812834,0.016042780748663103,0.25935828877005346
01051033,6.2645011600928076,0.5555555555555556,0.4444444444444444,,0.2777777777777778,,35900.0,47.8,15.7,7.8,17.6,27.5,31.4,0.7777777777777778,0.0,0.2222222222222222
01051034,46.69165885660731,0.48615014050582095,0.5142513046969088,0.018867924528301886,0.269771176234444,0.0293054997992774,29800.0,48.3,15.2,5.5,19.9,30.4,29.1,0.6864712966680048,0.043356081894821354,0.27057406663990363
01051035,28.372093023255815,0.4918032786885246,0.5081967213114754,0.03278688524590164,0.3551912568306011,0.04371584699453552,29300.0,45.8,16.7,4.4,22.8,35.6,20.6,0.6502732240437158,0.06557377049180328,0.28415300546448086
01051036,25.159914712153515,0.5423728813559322,0.4661016949152542,,0.2627118644067797,0.01694915254237288,41000.0,45.4,20.7,3.6,19.8,32.4,23.4,0.6440677966101694,0.025423728813559324,0.3389830508474576
01051037,47.40384615384615,0.4827586206896552,0.513184584178499,0.006085192697768763,0.34279918864097364,0.02636916835699797,25600.0,44.9,17.5,6.2,21.4,32.8,22.1,0.6693711967545639,0.08924949290060852,0.23732251521298176
01051038,11.518987341772151,0.6263736263736264,0.37362637362637363,,0.23076923076923078,0.02197802197802198,23400.0,47.3,16.9,1.3,24.7,27.3,29.9,0.6373626373626373,0.0989010989010989,0.26373626373626374
01051039,67.54966887417218,0.5024509803921569,0.49754901960784315,0.007352941176470588,0.3627450980392157,0.02696078431372549,27500.0,44.1,15.8,9.3,21.5,32.4,21.0,0.7279411764705882,0.0392156862745098,0.23284313725490197
01051040,,,,,,,,,,,,,,,,
01051043,14.731051344743276,0.45228215767634855,0.5477178423236515,0.024896265560165973,0.4066390041493776,0.029045643153526972,35000.0,40.0,29.4,5.0,21.8,25.2,18.5,0.6804979253112033,0.03734439834024896,0.2821576763485477
01051044,649.6090084454177,0.47125385208012327,0.5287461479198767,0.04449152542372881,0.31741140215716485,0.05937018489984592,28100.0,44.3,15.8,9.9,24.2,27.5,22.7,0.5635593220338984,0.0647630970724191,0.3716775808936826
01051045,25.783475783475787,0.4972375690607735,0.4972375690607735,0.022099447513812154,0.19337016574585636,0.027624309392265192,42500.0,41.1,27.8,6.1,23.3,21.7,21.1,0.7513812154696132,0.016574585635359115,0.2265193370165746
01051046,79.63286713286713,0.5016465422612514,0.4972557628979144,0.003293084522502744,0.35236004390779363,0.025246981339187707,30500.0,42.4,19.9,8.2,21.6,32.4,17.9,0.6684961580680571,0.03951701427003293,0.29088913282107576
01051047,31.215970961887475,0.5116279069767442,0.4903100775193798,0.01744186046511628,0.31976744186046513,0.04263565891472868,31200.0,43.3,20.1,5.5,23.4,29.0,22.1,0.6724806201550387,0.07170542635658915,0.25775193798449614
01051048,180.3872579637726,0.5010387811634349,0.4989612188365651,0.01592797783933518,0.35941828254847646,0.035318559556786706,27000.0,44.1,17.9,7.2,22.2,32.1,20.6,0.675207756232687,0.04259002770083103,0.282202216066482
01051049,88.96488828089376,0.5058944131214762,0.49513070220399796,0.013839056893900564,0.3090722706304459,0.031266017426960536,26900.0,46.3,17.3,6.7,22.1,28.1,25.8,0.6740133264992312,0.02972834443874936,0.2972834443874936
01051050,19.444444444444443,0.5428571428571428,0.42857142857142855,0.05714285714285714,0.34285714285714286,0.014285714285714285,45200.0,47.0,17.4,4.3,20.3,36.2,21.7,0.7,0.05714285714285714,0.21428571428571427
01051051,218.4981684981685,0.47946353730092206,0.5205364626990779,0.0075440067057837385,0.30511316010058676,0.02347024308466052,26100.0,44.3,20.2,6.0,19.2,33.1,21.5,0.6160938809723386,0.025146689019279127,0.35875943000838223
01051052,23.12925170068027,0.5441176470588235,0.47058823529411764,,0.35294117647058826,0.014705882352941176,50700.0,40.1,23.0,9.8,24.6,27.9,14.8,0.7352941176470589,0.0,0.27941176470588236
01051053,32.85420944558521,0.5,0.5,0.009375,0.3125,0.03125,26800.0,42.9,21.1,7.8,23.4,26.9,20.8,0.790625,0.009375,0.2
01051054,33.00970873786408,0.39215686274509803,0.5980392156862745,,0.2647058823529412,0.00980392156862745,35700.0,43.1,18.6,4.1,29.9,30.9,16.5,0.8431372549019608,0.0,0.14705882352941177
01051057,26.79938744257274,0.5057142857142857,0.4942857142857143,0.017142857142857144,0.30857142857142855,0.025714285714285714,61900.0,41.2,23.8,4.3,24.6,30.4,16.8,0.6542857142857142,0.05142857142857143,0.29428571428571426
01051058,7.863247863247863,0.5507246376811594,0.45652173913043476,0.021739130434782608,0.32608695652173914,0.036231884057971016,47900.0,43.2,17.8,9.6,21.5,34.1,17.0,0.7246376811594203,0.0,0.2826086956521739
01051060,34.27010148321624,0.4988610478359909,0.5011389521640092,0.01366742596810934,0.3530751708428246,0.015945330296127564,26900.0,44.3,16.7,7.7,21.9,34.4,19.3,0.6537585421412301,0.02733485193621868,0.31890660592255127
01051061,127.74327122153208,0.5008103727714749,0.4959481361426256,0.019448946515397084,0.3160453808752026,0.04376012965964344,23500.0,44.2,17.2,7.8,22.9,33.5,18.6,0.6985413290113452,0.04700162074554295,0.25121555915721233
01051062,29.185441941074522,0.501187648456057,0.498812351543943,0.007125890736342043,0.3491686460807601,0.027315914489311165,38100.0,44.3,18.6,5.8,23.7,32.1,19.8,0.6995249406175772,0.04275534441805225,0.25771971496437057
01051063,33.16551290119572,0.48956356736242884,0.5104364326375711,,0.34345351043643263,0.018975332068311195,28200.0,44.8,18.5,4.8,24.8,32.7,19.2,0.7343453510436433,0.036053130929791274,0.22960151802656548
01051064,56.07394366197183,0.5290423861852434,0.47095761381475665,0.006279434850863423,0.3249607535321821,0.02197802197802198,28200.0,42.7,20.2,8.0,20.5,32.2,19.2,0.6059654631083202,0.015698587127158554,0.3783359497645212
01051065,57.971014492753625,0.4861111111111111,0.512962962962963,0.005555555555555556,0.30925925925925923,0.037037037037037035,27400.0,47.9,14.8,6.7,20.7,28.9,29.0,0.7203703703703703,0.023148148148148147,0.25555555555555554
01051067,89.48497854077253,0.4412470023980815,0.5587529976019184,0.05275779376498801,0.3117505995203837,0.02158273381294964,27800.0,52.0,11.5,7.3,17.8,31.7,31.7,0.5971223021582733,0.02877697841726619,0.37410071942446044
01051068,74.95697074010327,0.49942594718714123,0.49942594718714123,0.006888633754305396,0.3605051664753157,0.022962112514351322,31700.0,41.8,19.8,6.6,26.6,29.7,17.5,0.6544202066590127,0.03444316877152698,0.3099885189437428
01051069,378.66419294990726,0.47329740323370895,0.526702596766291,0.018618324350808426,0.33023027927486526,0.02645761881430671,33500.0,46.3,16.1,6.6,23.0,27.6,26.7,0.6354728074473297,0.04752572268495835,0.3170014698677119
01051071,370.1075268817204,0.5014526438117374,0.4985473561882626,0.018593840790238233,0.26670540383497965,0.06856478791400349,22200.0,44.8,17.4,9.6,21.2,28.0,23.8,0.6786751888436955,0.05229517722254503,0.26902963393375945
01051072,1185.7142857142858,0.4716256329666492,0.5283743670333508,0.020953378732320588,0.3073162214073686,0.04365287235900122,28400.0,46.8,15.6,7.4,21.6,28.9,26.5,0.677841801990571,0.04365287235900122,0.2785053256504278
01051073,306.87022900763355,0.5099502487562189,0.4900497512437811,0.029850746268656716,0.32587064676616917,0.03482587064676617,24700.0,41.8,19.0,6.3,26.6,33.7,14.4,0.7014925373134329,0.04477611940298507,0.2537313432835821
01051074,341.6941176470588,0.48202726897121606,0.5181104531056329,0.027544415369783776,0.3142817793692329,0.04420878666850296,29000.0,45.8,17.1,7.4,20.1,31.8,23.7,0.6634072441812423,0.04117890097782675,0.29555157691777995
01051075,41.16945107398568,0.5130434782608696,0.48695652173913045,0.03285024154589372,0.38357487922705313,0.035748792270531404,30900.0,43.0,18.2,8.0,23.4,31.7,18.7,0.6415458937198067,0.04057971014492753,0.3178743961352657
01051076,59.26993275696446,0.5251215559157212,0.47487844408427876,0.029173419773095625,0.32576985413290116,0.03403565640194489,32800.0,46.4,15.3,6.1,22.4,34.2,21.9,0.6175040518638574,0.04051863857374392,0.3419773095623987
01051077,13.524590163934427,0.5075757575757576,0.5,0.022727272727272728,0.20454545454545456,0.015151515151515152,50700.0,44.9,22.2,1.6,19.8,33.3,23.0,0.6590909090909091,0.06818181818181818,0.2803030303030303
01051078,133.21878579610538,0.5021496130696474,0.49785038693035255,0.008598452278589854,0.3576956147893379,0.018916595012897677,32700.000000000004,42.9,19.6,7.9,20.1,32.5,19.9,0.6835769561478934,0.027515047291487533,0.2889079965606191
01051079,63.768115942028984,0.5181818181818182,0.4863636363636364,0.013636363636363636,0.3386363636363636,0.029545454545454545,27900.0,43.6,18.9,7.8,19.8,33.9,19.6,0.6659090909090909,0.07045454545454545,0.2681818181818182
01051080,33.48729792147806,0.496551724137931,0.496551724137931,0.020689655172413793,0.3103448275862069,0.06896551724137931,23900.0,42.1,18.5,6.2,24.0,37.0,14.4,0.6068965517241379,0.041379310344827586,0.3448275862068966
01051081,15.37628586897672,0.5211267605633803,0.4753521126760563,0.01056338028169014,0.30633802816901406,0.01056338028169014,48300.0,43.7,16.6,11.5,18.9,34.5,18.6,0.6795774647887324,0.0528169014084507,0.2640845070422535
01051082,102.8237951807229,0.5012815818381545,0.49835225192237276,0.01904064445258147,0.35151958989381177,0.027462467960454047,31400.0,42.8,20.0,6.2,24.9,30.0,18.9,0.6708165507140241,0.046136946173562794,0.2826803368729403
01051083,28.507992895204264,0.5046728971962616,0.4984423676012461,,0.35202492211838005,0.03115264797507788,31000.0,44.4,16.7,5.7,26.5,30.3,20.8,0.6479750778816199,0.037383177570093455,0.3177570093457944
01051084,52.48380129589633,0.5185185185185185,0.48559670781893005,0.07818930041152264,0.3045267489711934,0.024691358024691357,28100.0,45.9,19.1,4.7,16.5,37.3,22.5,0.6790123456790124,0.07818930041152264,0.24691358024691357
01051085,19.49820788530466,0.48161764705882354,0.5183823529411765,0.022058823529411766,0.27941176470588236,0.022058823529411766,36800.0,46.3,17.2,6.3,18.7,35.4,22.4,0.6985294117647058,0.022058823529411766,0.27941176470588236
01051086,25.629022820362785,0.5114155251141552,0.4885844748858447,0.0273972602739726,0.2945205479452055,0.0319634703196347,28400.0,45.9,15.4,7.1,21.5,35.9,20.0,0.6940639269406392,0.02054794520547945,0.2853881278538813
01051087,141.97901049475263,0.48891235480464623,0.5110876451953538,0.0031678986272439284,0.3347412882787751,0.023231256599788808,38100.0,46.3,14.9,8.1,20.4,32.9,23.6,0.6335797254487856,0.03484688489968321,0.33157338965153116
01051088,111.85185185185185,0.4991721854304636,0.5024834437086093,0.012417218543046357,0.30629139072847683,0.03890728476821192,25700.0,43.4,20.9,6.2,23.2,28.1,21.6,0.7466887417218543,0.024006622516556293,0.23096026490066227
01051089,28.920863309352516,0.4925373134328358,0.5024875621890548,,0.34328358208955223,0.01990049751243781,28400.0,43.0,18.2,11.0,16.0,34.8,19.9,0.6467661691542289,0.0,0.3482587064676617
01051090,33.958333333333336,0.558282208588957,0.44171779141104295,0.03680981595092025,0.34355828220858897,0.012269938650306749,32200.000000000004,44.0,15.9,9.8,20.1,38.4,15.9,0.6134969325153374,0.018404907975460124,0.36809815950920244
01051092,36.84210526315789,0.5046382189239332,0.49536178107606677,0.0,0.3079777365491651,0.03710575139146568,29200.0,45.3,16.9,7.4,23.5,28.2,24.1,0.7272727272727273,0.03896103896103896,0.23376623376623376
01051093,64.86090775988286,0.5011286681715575,0.5011286681715575,0.013544018058690745,0.3295711060948081,0.01805869074492099,35000.0,41.2,22.5,7.8,21.1,30.5,18.1,0.6343115124153499,0.03611738148984198,0.33182844243792325
01051096,22.095366017461384,0.5379939209726444,0.46504559270516715,0.00911854103343465,0.2917933130699088,0.03343465045592705,33200.0,42.9,20.1,7.0,23.1,30.4,19.5,0.7781155015197568,0.0547112462006079,0.1702127659574468
01051097,156.96312364425162,0.4947484798231067,0.5052515201768933,0.017136539524599224,0.3225538971807628,0.029850746268656716,28900.0,44.9,17.5,8.1,20.5,31.3,22.5,0.6802100608070757,0.037589828634604756,0.2822001105583195
01051098,54.2942494398805,0.5089408528198074,0.49105914718019256,0.016506189821182942,0.3218707015130674,0.024759284731774415,31500.0,46.1,18.7,4.0,20.4,32.6,24.3,0.6960110041265475,0.02063273727647868,0.2833562585969739
01051099,75.05506607929516,0.5047688921496698,0.4966984592809978,0.013206162876008804,0.3338224504768892,0.02127659574468085,28600.0,45.8,17.4,6.9,22.1,29.7,24.0,0.6903888481291269,0.028613352898019074,0.28246515040352166
01051100,47.76,0.48743718592964824,0.5125628140703518,0.006700167504187605,0.34003350083752093,0.03350083752093802,26600.0,44.6,17.7,6.1,22.2,32.3,21.7,0.6532663316582915,0.038525963149078725,0.3082077051926298
01051102,18.16,0.5110132158590308,0.4845814977973568,0.039647577092511016,0.28634361233480177,0.04405286343612335,24500.0,46.7,14.7,7.8,19.9,30.7,26.8,0.748898678414097,0.013215859030837005,0.23348017621145375
01051103,33.840947546531304,0.52,0.48,0.065,0.31,0.02,28400.0,44.9,15.7,11.2,20.8,28.4,23.9,0.685,0.03,0.285
01051104,15.6,0.5128205128205128,0.47435897435897434,0.038461538461538464,0.2692307692307692,0.02564102564102564,94000.0,41.9,19.4,4.2,19.4,44.4,12.5,0.5897435897435898,0.0,0.3974358974358974
01051105,50.809061488673144,0.5201698513800425,0.47770700636942676,0.04670912951167728,0.31210191082802546,0.036093418259023353,31600.0,44.4,19.0,6.6,21.7,30.3,22.3,0.6348195329087049,0.07218683651804671,0.2908704883227176
01051107,43.88422035480858,0.474468085106383,0.5255319148936171,0.01276595744680851,0.33404255319148934,0.03829787234042553,29500.0,48.4,14.5,4.2,23.7,30.5,27.0,0.6914893617021277,0.03829787234042553,0.2702127659574468
01051108,20.68181818181818,0.4725274725274725,0.5164835164835165,,0.2857142857142857,0.04395604395604396,56700.0,50.4,14.0,2.3,19.8,29.1,34.9,0.7582417582417582,0.03296703296703297,0.1978021978021978
01051109,71.3855421686747,0.4810126582278481,0.5189873417721519,0.012658227848101266,0.3143459915611814,0.05063291139240506,28900.0,44.7,17.7,7.1,21.4,34.3,19.4,0.609704641350211,0.04430379746835443,0.3459915611814346
01051110,54.066073697585765,0.48766157461809634,0.5123384253819037,0.01410105757931845,0.3078730904817861,0.0199764982373678,27300.0,42.6,21.9,7.0,22.9,28.4,19.8,0.7426556991774383,0.01410105757931845,0.24324324324324326
01051111,,,,,,,,,,,,,,,,
01051113,60.90950849793294,0.497737556561086,0.5030165912518854,0.02564102564102564,0.3559577677224736,0.03167420814479638,29200.0,45.1,15.0,8.4,22.2,33.7,20.5,0.6862745098039216,0.02564102564102564,0.2888386123680241
01051114,124.3601895734597,0.4889481707317073,0.5110518292682927,0.021722560975609755,0.3201219512195122,0.03277439024390244,30000.0,44.5,19.7,7.0,21.4,28.4,23.5,0.6848323170731707,0.03125,0.2839176829268293
01051117,12.352478363493312,0.4968152866242038,0.5095541401273885,,0.28662420382165604,0.006369426751592357,31600.0,47.0,17.9,3.5,21.4,33.5,23.7,0.6369426751592356,0.0,0.36942675159235666
01051118,33.24775353016688,0.5212355212355212,0.4749034749034749,0.015444015444015444,0.3281853281853282,0.015444015444015444,31800.0,49.3,11.9,6.7,17.4,37.5,26.5,0.749034749034749,0.02702702702702703,0.22007722007722008
01051119,21.33492252681764,0.5223463687150838,0.4776536312849162,,0.276536312849162,0.019553072625698324,44900.0,43.4,22.2,6.8,18.2,32.4,20.5,0.6340782122905028,0.0446927374301676,0.32122905027932963
01051120,18.279569892473116,0.47058823529411764,0.5294117647058824,,0.23529411764705882,,32800.0,52.8,12.5,,12.5,53.1,21.9,0.5588235294117647,0.08823529411764706,0.35294117647058826
01051121,52.73522975929978,0.5186721991701245,0.48132780082987553,,0.2863070539419087,0.03734439834024896,29300.0,48.5,15.9,3.3,21.2,34.7,24.9,0.5726141078838174,0.06224066390041494,0.3651452282157676
01051122,129.84822934232716,0.4935064935064935,0.5069264069264069,0.007792207792207792,0.3670995670995671,0.025974025974025976,32100.0,44.2,17.5,7.6,22.4,33.2,19.3,0.670995670995671,0.04329004329004329,0.28614718614718615
01051125,61.8421052631579,0.4787234042553192,0.5170212765957447,0.006382978723404255,0.32127659574468087,0.03829787234042553,30100.0,43.8,18.7,7.6,21.1,33.6,19.0,0.6234042553191489,0.04680851063829787,0.32553191489361705
01051126,19.607843137254903,0.4444444444444444,0.5666666666666667,,0.26666666666666666,,40100.0,42.5,24.1,5.7,20.7,31.0,18.4,0.8111111111111111,0.03333333333333333,0.16666666666666666
01051127,592.023346303502,0.4745317121261913,0.5257969109431482,0.043378245152809726,0.29083141636542886,0.050607952678278015,24700.0,47.2,16.5,7.8,18.8,29.3,27.5,0.6579033848176142,0.0335195530726257,0.30890568517909955
01051128,26.62721893491124,0.4740740740740741,0.5259259259259259,,0.34074074074074073,0.02962962962962963,25000.0,45.5,13.2,10.1,14.7,47.3,14.7,0.6592592592592592,0.06666666666666667,0.2740740740740741
01051129,6.946983546617917,0.5,0.5,0.019736842105263157,0.3881578947368421,0.013157894736842105,28800.0,48.3,19.5,3.0,17.1,31.1,29.3,0.7171052631578947,0.07894736842105263,0.20394736842105263
01051130,372.3404255319149,0.5014285714285714,0.49857142857142855,0.008571428571428572,0.3557142857142857,0.014285714285714285,34200.0,45.1,16.7,8.6,19.9,33.1,21.8,0.6578571428571428,0.04928571428571429,0.29285714285714287
01051131,27.05314009661836,0.5089285714285714,0.4732142857142857,,0.3482142857142857,0.017857142857142856,33300.0,40.9,25.0,6.3,23.2,25.9,19.6,0.8125,0.026785714285714284,0.14285714285714285
01051132,111.74899866488651,0.4910394265232975,0.5089605734767025,0.02031063321385902,0.2807646356033453,0.035842293906810034,25400.0,49.1,13.7,6.1,18.8,32.3,29.1,0.6117084826762246,0.05973715651135006,0.32855436081242534
01051133,31.88976377952756,0.5061728395061729,0.4876543209876543,,0.36419753086419754,0.012345679012345678,29300.0,47.3,14.4,10.0,20.0,32.5,23.1,0.7654320987654321,0.018518518518518517,0.20987654320987653
01051134,48.29578278451763,0.5167464114832536,0.48325358851674644,,0.33253588516746413,0.03110047846889952,26800.0,41.8,21.4,7.9,23.0,29.3,18.4,0.7344497607655502,0.019138755980861243,0.24641148325358853
01051135,54.26229508196722,0.5075528700906344,0.48942598187311176,,0.36253776435045315,0.0030211480362537764,34500.0,44.0,22.9,6.0,17.2,31.2,22.6,0.7462235649546828,0.00906344410876133,0.24169184290030213
01051136,59.388646288209614,0.5161764705882353,0.4838235294117647,0.013235294117647059,0.33676470588235297,0.03676470588235294,28800.0,45.2,15.9,7.4,22.5,33.3,20.9,0.6882352941176471,0.03529411764705882,0.27647058823529413
01051137,17.624633431085044,0.5341098169717138,0.46422628951747086,0.028286189683860232,0.324459234608985,0.033277870216306155,33300.0,44.1,20.0,7.2,18.8,32.4,21.6,0.7321131447587355,0.014975041597337771,0.2512479201331115
01051138,35.12396694214876,0.4808823529411765,0.5205882352941177,0.03235294117647059,0.2926470588235294,0.022058823529411766,27600.0,42.4,19.1,6.7,26.6,28.2,19.3,0.7088235294117647,0.03235294117647059,0.26029411764705884
01051139,23.380629241209128,0.48284960422163586,0.5171503957783641,,0.3113456464379947,0.010554089709762533,30900.0,43.0,19.2,10.0,22.5,28.6,19.7,0.8179419525065963,0.0079155672823219,0.1741424802110818
01051140,18.32276250880902,0.5192307692307693,0.4807692307692308,,0.28846153846153844,0.026923076923076925,35000.0,46.0,17.1,4.8,22.7,30.1,25.3,0.6153846153846154,0.023076923076923078,0.36153846153846153
01051141,68.72037914691944,0.49310344827586206,0.506896551724138,,0.3293103448275862,0.02413793103448276,34500.0,42.1,18.9,8.0,23.2,33.0,16.9,0.7,0.022413793103448276,0.2775862068965517
01053000,148.17216560963442,0.4861465129824674,0.5138588306962278,0.040515771867669144,0.3587906186376826,0.032377349214746415,35300.0,44.5,17.6,6.9,22.9,30.8,21.8,0.493873472375853,0.06026066464675612,0.4458712066560862
01053001,16.028708133971293,0.5970149253731343,0.40298507462686567,,0.3880597014925373,0.029850746268656716,26200.0,49.6,14.9,3.0,17.9,34.3,29.9,0.6865671641791045,0.0,0.31343283582089554
01053002,132.45341614906832,0.48300117233294254,0.5158264947245017,0.01875732708089097,0.3634232121922626,0.021101992966002344,33800.0,43.1,18.0,8.0,23.7,33.0,17.2,0.552168815943728,0.0668229777256741,0.3798358733880422
01053003,911.2391930835735,0.46363061353573687,0.5363693864642631,0.03889943074003795,0.269449715370019,0.01265022137887413,70400.0,48.3,17.0,5.3,18.6,28.5,30.5,0.5094876660341556,0.0961416824794434,0.394370651486401
